rep,mes,mk1,mk2,mk3,mk4,mutr,muta,mut_sp1,mut_sp2
10,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.71372e-07,4.53693e-07
11,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.09573e-07,6.78198e-07
12,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.12974e-07,4.48397e-07
13,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.21244e-07,5.85677e-07
14,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.81448e-07,1.50688e-07
15,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.9282e-07,4.12899e-07
16,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.46459e-07,9.46472e-07
17,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.00894e-07,7.92989e-07
18,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.18283e-07,5.75866e-07
19,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.37952e-07,7.53406e-07
20,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.63546e-07,3.33689e-07
21,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.0531e-07,9.68933e-07
22,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.66396e-07,9.93992e-07
23,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.73053e-07,3.29438e-07
24,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.51172e-07,1.94698e-07
25,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.04347e-07,8.08653e-07
26,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.50945e-07,4.5948e-07
27,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.82363e-07,2.71048e-07
28,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.46187e-07,6.41045e-07
29,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.8109e-07,8.16812e-07
30,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.31305e-07,9.58818e-07
31,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.15247e-07,6.614e-07
32,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.7396e-07,2.6167e-07
33,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.95609e-07,2.11918e-07
34,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.72127e-07,9.51342e-07
35,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.08248e-07,1.2883e-07
36,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.43646e-07,5.00625e-07
37,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.33771e-07,5.92128e-07
38,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.85683e-07,5.74925e-07
39,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.99562e-07,8.3634e-07
40,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.93352e-07,5.0861e-07
41,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.61345e-07,4.02818e-07
42,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.89214e-07,7.76315e-07
43,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.73877e-07,2.77061e-07
44,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.26538e-07,8.24528e-07
45,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.74388e-07,4.34671e-07
46,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.75193e-07,5.33814e-07
47,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.96227e-07,1.79473e-07
48,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.95218e-07,5.05411e-07
49,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.89499e-07,9.51575e-07
50,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.15504e-07,9.76299e-07
51,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.52639e-07,6.5745e-07
52,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.32998e-07,9.8694e-07
53,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.69569e-07,3.46687e-07
54,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.26597e-07,1.14516e-07
55,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.70269e-07,7.72736e-07
56,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.07029e-07,2.587e-07
57,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.61536e-07,2.4812e-07
58,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.63869e-07,4.45682e-07
59,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.54085e-07,4.78217e-07
60,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.61231e-07,2.28754e-07
61,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.9453e-07,3.65118e-07
62,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.92502e-07,9.94367e-07
63,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.56891e-07,8.58222e-07
64,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.9017e-07,1.69146e-07
65,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.82333e-07,8.4483e-07
66,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.29273e-07,3.82716e-07
67,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.23928e-07,4.14414e-07
68,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.60766e-07,8.81348e-07
69,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.00169e-07,8.18513e-07
70,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.97383e-07,7.54255e-07
71,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.74073e-07,3.57993e-07
72,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.02058e-07,9.41792e-07
73,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.03437e-07,8.88334e-07
74,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.81266e-07,1.0218e-07
75,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.09101e-07,6.04809e-07
76,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.13003e-07,2.48413e-07
77,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.94345e-07,8.34377e-07
78,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.10014e-07,6.30632e-07
79,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.84875e-07,6.68377e-07
80,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.11529e-07,7.05905e-07
81,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.60452e-07,1.45608e-07
82,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.05617e-07,2.35265e-07
83,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.65308e-07,4.37076e-07
84,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.64358e-07,5.54199e-07
85,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.91687e-07,1.45139e-07
86,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.84439e-07,1.19748e-07
87,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.11947e-07,4.37716e-07
88,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.17085e-07,5.87913e-07
89,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.83429e-07,9.02449e-07
90,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.1055e-07,3.73953e-07
91,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.7037e-07,3.40875e-07
92,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.86193e-07,3.87032e-07
93,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.72846e-07,2.75287e-07
94,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.89696e-07,9.82567e-07
95,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.18288e-07,5.28009e-07
96,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.84081e-07,6.4755e-07
97,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.11883e-07,7.02916e-07
98,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.89667e-07,6.55866e-07
99,67,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.25264e-07,5.20147e-07
0,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.30068e-07,7.72021e-07
1,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.4386e-07,9.73127e-07
2,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.61263e-07,5.7626e-07
3,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.55204e-07,6.11577e-07
4,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.36184e-07,6.67652e-07
5,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.7861e-07,4.92648e-07
6,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.45527e-07,5.55814e-07
7,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.76565e-07,7.95437e-07
8,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.57604e-07,1.0476e-07
9,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.89956e-07,8.46128e-07
10,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.10401e-07,4.19197e-07
11,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.23863e-07,9.54788e-07
12,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.7003e-07,7.04953e-07
13,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.92062e-07,2.36915e-07
14,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.59186e-07,6.60636e-07
15,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.17e-07,3.07694e-07
16,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.20713e-07,4.27644e-07
17,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.43115e-07,7.68628e-07
18,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.82125e-07,3.84333e-07
19,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.80658e-07,5.71399e-07
20,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.55052e-07,3.75239e-07
21,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.58624e-07,7.4128e-07
22,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.46563e-07,3.1987e-07
23,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.98356e-07,4.11689e-07
24,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.81087e-07,2.1254e-07
25,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.30929e-07,2.39192e-07
26,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.80685e-07,5.69861e-07
27,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.53969e-07,8.24347e-07
28,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.69436e-07,5.99528e-07
29,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.92278e-07,5.66116e-07
30,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.70757e-07,7.02603e-07
31,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.09897e-07,3.42772e-07
32,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.12245e-07,1.17303e-07
33,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.41077e-07,1.18508e-07
34,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.62748e-07,5.35555e-07
35,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.50071e-07,2.7547e-07
36,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.68114e-07,5.70853e-07
37,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.17154e-07,9.42459e-07
38,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.20259e-07,6.20922e-07
39,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.34375e-07,5.77449e-07
40,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.78189e-07,6.4756e-07
41,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.45553e-07,2.0764e-07
42,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.95056e-07,9.36951e-07
43,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.58247e-07,1.51302e-07
44,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.79805e-07,8.57613e-07
45,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.83052e-07,6.04143e-07
46,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.90642e-07,8.59211e-07
47,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.32486e-07,1.02421e-07
48,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.38339e-07,7.60339e-07
49,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.81845e-07,7.80563e-07
50,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.7244e-07,9.80402e-07
51,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.09163e-07,6.41143e-07
52,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.41441e-07,4.35015e-07
53,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.56562e-07,2.11396e-07
54,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.91039e-07,2.38097e-07
55,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.97822e-07,6.61819e-07
56,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.15165e-07,7.08599e-07
57,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.80555e-07,7.05136e-07
58,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.24683e-07,3.47218e-07
59,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.89951e-07,6.05972e-07
60,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.42002e-07,1.91019e-07
61,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.45977e-07,5.80978e-07
62,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.46777e-07,7.09401e-07
63,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.5414e-07,9.86887e-07
64,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.28423e-07,8.88456e-07
65,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.86756e-07,4.91031e-07
66,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.40693e-07,4.54503e-07
67,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.94611e-07,4.02679e-07
68,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.68059e-07,6.10713e-07
69,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.85401e-07,1.69632e-07
70,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.56271e-07,3.55787e-07
71,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.92092e-07,5.36206e-07
72,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.47558e-07,7.17764e-07
73,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.45495e-07,6.34036e-07
74,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.02058e-07,7.18538e-07
75,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.83292e-07,9.77416e-07
76,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.50972e-07,4.63299e-07
77,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.22671e-07,9.53829e-07
78,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.74753e-07,9.86384e-07
79,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.60631e-07,4.07396e-07
80,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.10647e-07,8.4397e-07
81,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.30128e-07,9.32774e-07
82,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.18581e-07,2.79557e-07
83,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.05969e-07,6.37666e-07
84,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.83585e-07,7.8854e-07
85,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.19422e-07,8.53661e-07
86,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.47479e-07,8.77886e-07
87,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.55771e-07,9.2074e-07
88,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.59704e-07,3.39172e-07
89,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.86417e-07,1.37623e-07
90,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.18334e-07,2.19921e-07
91,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.82703e-07,2.24722e-07
92,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.20786e-07,7.74595e-07
93,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.66073e-07,5.87128e-07
94,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.86015e-07,2.08349e-07
95,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.59171e-07,4.20994e-07
96,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.72422e-07,7.21058e-07
97,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.45142e-07,7.04199e-07
98,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.80186e-07,1.95038e-07
99,68,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.38043e-07,1.88068e-07
0,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.83457e-07,8.39076e-07
1,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.97971e-07,6.88859e-07
2,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.78682e-07,5.04416e-07
3,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.74114e-07,7.76411e-07
4,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.82812e-07,2.8243e-07
5,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.70525e-07,8.46242e-07
6,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.75384e-07,2.60543e-07
7,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.4889e-07,7.85442e-07
8,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.37934e-07,9.48034e-07
9,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.71944e-07,3.4664e-07
10,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.49409e-07,6.32861e-07
11,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.9072e-07,4.18641e-07
12,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.10434e-07,1.38587e-07
13,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.15971e-07,6.60893e-07
14,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.3976e-07,8.87968e-07
15,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.95383e-07,7.50633e-07
16,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.52714e-07,4.25743e-07
17,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.47349e-07,1.09778e-07
18,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.86855e-07,8.86512e-07
19,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.93684e-07,4.96759e-07
20,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.81947e-07,2.2997e-07
21,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.89449e-07,4.60535e-07
22,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.52321e-07,5.05792e-07
23,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.6617e-07,2.90496e-07
24,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.24182e-07,1.86991e-07
25,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.5144e-07,2.25484e-07
26,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.81149e-07,1.69689e-07
27,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.98733e-07,8.29616e-07
28,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.88181e-07,5.33895e-07
29,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.02488e-07,4.40793e-07
30,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.91015e-07,9.98485e-07
31,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.41072e-07,2.94081e-07
32,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.16556e-07,5.59298e-07
33,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.90985e-07,8.07231e-07
34,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.00641e-07,1.26532e-07
35,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.79726e-07,5.07207e-07
36,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.25069e-07,6.28191e-07
37,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.48968e-07,9.1743e-07
38,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.24577e-07,9.61069e-07
39,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.5993e-07,2.23375e-07
40,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.18057e-07,4.897e-07
41,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.778e-07,6.07328e-07
42,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.5945e-07,1.62564e-07
43,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.30068e-07,9.40381e-07
44,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.34168e-07,5.35757e-07
45,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.52895e-07,9.13698e-07
46,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.4133e-07,1.97841e-07
47,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.32485e-07,8.74111e-07
48,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.20815e-07,2.46034e-07
49,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.73268e-07,6.60738e-07
50,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.33192e-07,5.48735e-07
51,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.65862e-07,1.8392e-07
52,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.22061e-07,4.35318e-07
53,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.3972e-07,6.17722e-07
54,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.78108e-07,3.346e-07
55,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.83294e-07,4.86914e-07
56,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.91157e-07,7.83837e-07
57,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.09106e-07,7.68499e-07
58,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.4311e-07,3.06752e-07
59,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.94007e-07,6.50908e-07
60,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.44647e-07,6.17243e-07
61,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.69632e-07,5.46127e-07
62,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.25178e-07,4.546e-07
63,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.09086e-07,3.74489e-07
64,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.21456e-07,6.13728e-07
65,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.83003e-07,3.63444e-07
66,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.11005e-07,7.39055e-07
67,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.17898e-07,8.08929e-07
68,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.96561e-07,8.67878e-07
69,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.59981e-07,7.33521e-07
70,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.28142e-07,4.5484e-07
71,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.33552e-07,9.02694e-07
72,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.3355e-07,6.32367e-07
73,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.90522e-07,5.61553e-07
74,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.87824e-07,5.94369e-07
75,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.13737e-07,7.99032e-07
76,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.77887e-07,7.05616e-07
77,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.5109e-07,9.31737e-07
78,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.96313e-07,3.96175e-07
79,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.35137e-07,4.75879e-07
80,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.11834e-07,8.67523e-07
81,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.62019e-07,9.62755e-07
82,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.35802e-07,3.86766e-07
83,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.02211e-07,7.55418e-07
84,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.21353e-07,3.26555e-07
85,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.97188e-07,3.46327e-07
86,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.15519e-07,6.41386e-07
87,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.90835e-07,3.83592e-07
88,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.75855e-07,2.10854e-07
89,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.76982e-07,7.46029e-07
90,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.34259e-07,8.499e-07
91,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.52743e-07,3.77074e-07
92,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.22978e-07,4.72375e-07
93,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.36565e-07,4.4775e-07
94,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,8.0654e-07,6.04755e-07
95,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,6.31844e-07,5.76788e-07
96,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,7.77785e-07,2.23515e-07
97,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.96334e-07,4.62147e-07
98,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.56886e-07,4.86672e-07
99,69,0.25,0.25,0.25,0.25,0.05,5.0e-06,3.90726e-07,5.47268e-07
0,70,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.30447e-07,7.8267e-07
1,70,0.25,0.25,0.25,0.25,0.05,5.0e-06,1.83611e-07,6.47399e-07
2,70,0.25,0.25,0.25,0.25,0.05,5.0e-06,5.07877e-07,4.32082e-07
3,70,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.54444e-07,7.93496e-07
4,70,0.25,0.25,0.25,0.25,0.05,5.0e-06,2.12065e-07,4.45882e-07
5,70,0.25,0.25,0.25,0.25,0.05,5.0e-06,9.48553e-07,9.09121e-07
6,70,0.25,0.25,0.25,0.25,0.05,5.0e-06,4.80733e-07,3.06428e-07
