rep,mes,mk1,mk2,mk3,mk4,mutr,muta,mut_sp1,mut_sp2
29,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.29835e-07,7.99321e-07
30,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.74708e-07,8.27085e-07
31,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.38502e-07,5.69144e-07
32,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.15568e-07,9.52985e-07
33,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.59789e-07,4.06806e-07
34,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.04438e-07,6.8919e-07
35,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.81501e-07,2.0663e-07
36,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.49992e-07,4.61244e-07
37,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.251e-07,8.57e-07
38,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.17035e-07,6.36138e-07
39,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.60331e-07,1.09922e-07
40,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.10206e-07,9.30886e-07
41,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.55503e-07,2.60574e-07
42,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.75219e-07,1.22436e-07
43,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.60969e-07,7.31496e-07
44,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.81485e-07,9.4033e-07
45,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.6063e-07,4.32677e-07
46,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.4824e-07,4.24513e-07
47,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.23794e-07,4.6922e-07
48,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.58956e-07,9.18058e-07
49,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.26483e-07,9.6884e-07
50,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.1501e-07,8.16968e-07
51,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.45888e-07,3.97318e-07
52,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.18002e-07,9.07573e-07
53,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.97481e-07,9.50542e-07
54,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.14753e-07,4.11142e-07
55,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.19905e-07,1.83986e-07
56,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.05274e-07,4.02989e-07
57,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.08039e-07,7.4239e-07
58,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.39562e-07,5.24108e-07
59,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.6251e-07,2.35983e-07
60,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.86303e-07,6.81854e-07
61,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.03531e-07,4.0986e-07
62,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.1182e-07,2.46836e-07
63,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.92805e-07,3.01704e-07
64,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.73633e-07,4.4912e-07
65,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.89989e-07,2.33902e-07
66,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.82701e-07,4.70545e-07
67,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.48103e-07,3.5489e-07
68,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.1677e-07,9.87225e-07
69,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.72815e-07,9.35302e-07
70,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.45179e-07,7.84827e-07
71,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.42215e-07,9.03946e-07
72,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.08997e-07,1.1523e-07
73,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.32182e-07,6.34832e-07
74,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.06157e-07,7.20457e-07
75,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.27534e-07,3.25962e-07
76,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.44598e-07,7.01919e-07
77,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.18286e-07,9.72933e-07
78,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.73134e-07,6.13195e-07
79,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.20922e-07,2.49397e-07
80,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.95491e-07,3.43372e-07
81,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.82475e-07,4.24713e-07
82,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.79644e-07,4.34352e-07
83,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.53394e-07,8.88004e-07
84,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.95573e-07,7.88443e-07
85,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.48587e-07,7.34089e-07
86,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.97577e-07,6.17243e-07
87,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.35979e-07,9.2569e-07
88,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.4802e-07,9.57203e-07
89,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.4413e-07,3.2427e-07
90,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.81203e-07,5.50221e-07
91,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.16159e-07,4.24397e-07
92,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.50221e-07,1.69735e-07
93,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.17705e-07,6.55471e-07
94,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.3334e-07,4.90106e-07
95,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.88819e-07,9.53812e-07
96,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.6066e-07,6.38617e-07
97,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.03872e-07,7.37839e-07
98,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.6695e-07,4.05016e-07
99,48,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.0467e-07,2.13308e-07
0,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.77184e-07,3.04695e-07
1,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.94241e-07,7.60564e-07
2,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.3678e-07,3.35348e-07
3,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.02384e-07,8.90706e-07
4,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.37993e-07,6.1389e-07
5,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.524e-07,6.32947e-07
6,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.62541e-07,6.63486e-07
7,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.09106e-07,7.18166e-07
8,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.4374e-07,3.91907e-07
9,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.28211e-07,8.8878e-07
10,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.68107e-07,6.0286e-07
11,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.22768e-07,8.97455e-07
12,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.64167e-07,9.83838e-07
13,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.14587e-07,4.66261e-07
14,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.68503e-07,6.4214e-07
15,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.66301e-07,1.12077e-07
16,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.09149e-07,4.79273e-07
17,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.43819e-07,3.60025e-07
18,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.44737e-07,8.98744e-07
19,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.56953e-07,6.44989e-07
20,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.10265e-07,4.41048e-07
21,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.20278e-07,7.6716e-07
22,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.17993e-07,1.99311e-07
23,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.81457e-07,6.82133e-07
24,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.43679e-07,2.75805e-07
25,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.2003e-07,8.93329e-07
26,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.98749e-07,2.65186e-07
27,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.67637e-07,3.88527e-07
28,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.6393e-07,9.155e-07
29,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.62682e-07,1.8707e-07
30,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.50853e-07,5.0012e-07
31,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.74691e-07,4.93642e-07
32,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.39853e-07,1.05829e-07
33,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.5098e-07,2.54868e-07
34,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.12621e-07,2.38391e-07
35,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.88285e-07,4.9682e-07
36,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.16916e-07,7.13318e-07
37,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.37754e-07,2.42053e-07
38,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.82724e-07,6.04271e-07
39,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.93583e-07,9.36932e-07
40,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.99951e-07,4.7442e-07
41,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.92545e-07,4.9968e-07
42,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.65507e-07,3.19663e-07
43,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.79514e-07,5.14689e-07
44,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.91707e-07,3.25705e-07
45,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.85769e-07,9.79555e-07
46,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.24123e-07,4.49179e-07
47,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.86629e-07,3.23979e-07
48,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.50383e-07,2.04674e-07
49,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.54211e-07,3.94293e-07
50,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.93638e-07,5.75423e-07
51,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.28925e-07,9.07909e-07
52,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.03962e-07,1.33141e-07
53,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.69714e-07,4.58673e-07
54,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.93883e-07,8.51558e-07
55,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.30328e-07,2.01262e-07
56,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.62725e-07,4.31437e-07
57,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.17591e-07,3.38486e-07
58,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.43611e-07,2.17027e-07
59,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.88172e-07,7.96354e-07
60,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.46846e-07,5.8071e-07
61,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.41727e-07,4.85699e-07
62,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.20978e-07,4.69036e-07
63,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.7065e-07,6.34999e-07
64,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.08407e-07,1.43253e-07
65,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.08377e-07,4.92169e-07
66,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.95255e-07,9.72253e-07
67,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.19987e-07,5.87867e-07
68,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.58406e-07,2.43481e-07
69,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.32849e-07,3.42106e-07
70,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.74958e-07,1.15045e-07
71,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.74017e-07,4.39973e-07
72,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.9464e-07,2.60146e-07
73,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.56589e-07,9.36624e-07
74,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.77686e-07,9.47078e-07
75,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.94804e-07,5.30433e-07
76,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.21514e-07,2.57653e-07
77,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.07234e-07,5.10661e-07
78,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.42657e-07,1.12531e-07
79,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.1476e-07,7.36603e-07
80,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.87748e-07,3.79064e-07
81,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.68076e-07,7.71228e-07
82,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.60861e-07,9.9585e-07
83,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.99632e-07,9.8617e-07
84,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.9259e-07,1.60075e-07
85,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.95756e-07,2.48301e-07
86,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.26042e-07,4.27965e-07
87,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.98846e-07,2.75661e-07
88,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.93679e-07,6.67465e-07
89,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.05174e-07,5.79928e-07
90,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.53047e-07,6.8788e-07
91,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.45751e-07,4.57316e-07
92,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.4711e-07,8.65444e-07
93,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.52112e-07,9.13205e-07
94,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.35509e-07,5.87296e-07
95,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.37652e-07,4.0064e-07
96,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.54122e-07,4.13752e-07
97,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.94317e-07,7.82909e-07
98,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.3116e-07,4.73157e-07
99,49,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.37788e-07,6.35863e-07
0,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.88137e-07,2.03229e-07
1,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.68163e-07,5.88198e-07
2,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.17348e-07,6.73612e-07
3,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.40888e-07,2.39112e-07
4,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.50795e-07,1.41546e-07
5,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.49534e-07,8.14688e-07
6,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.36406e-07,9.21069e-07
7,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.59847e-07,5.33587e-07
8,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.20816e-07,4.15516e-07
9,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.93291e-07,2.85828e-07
10,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.81343e-07,1.32398e-07
11,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.27411e-07,7.737e-07
12,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.15223e-07,1.1599e-07
13,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.07596e-07,6.93076e-07
14,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.29888e-07,5.79685e-07
15,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.49355e-07,7.15196e-07
16,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.38228e-07,8.67574e-07
17,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.22485e-07,3.43212e-07
18,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.99256e-07,6.90627e-07
19,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.38327e-07,6.74052e-07
20,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.96158e-07,4.70509e-07
21,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.66947e-07,7.75797e-07
22,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.89567e-07,1.14459e-07
23,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.00469e-07,4.80394e-07
24,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.54738e-07,1.15674e-07
25,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.68375e-07,4.40889e-07
26,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.03546e-07,5.45916e-07
27,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.27406e-07,6.69572e-07
28,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.68268e-07,4.67198e-07
29,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.67896e-07,5.08088e-07
30,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.64051e-07,7.04565e-07
31,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.4158e-07,2.32886e-07
32,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.4189e-07,5.69698e-07
33,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.38349e-07,4.41156e-07
34,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.84225e-07,2.27208e-07
35,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.59189e-07,4.50857e-07
36,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.60235e-07,4.70701e-07
37,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.0247e-07,3.11814e-07
38,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.81599e-07,1.28669e-07
39,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.22442e-07,7.17979e-07
40,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.39902e-07,8.52051e-07
41,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.85504e-07,6.70495e-07
42,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.18584e-07,9.49201e-07
43,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.2447e-07,7.44939e-07
44,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.94142e-07,8.62024e-07
45,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.62479e-07,9.82848e-07
46,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.98646e-07,9.95014e-07
47,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.41857e-07,5.29735e-07
48,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.71631e-07,5.57713e-07
49,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.38869e-07,7.89352e-07
50,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.97406e-07,5.19704e-07
51,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.63923e-07,3.14341e-07
52,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.53055e-07,1.41983e-07
53,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.6886e-07,5.34091e-07
54,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.13671e-07,2.0355e-07
55,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.26416e-07,4.13892e-07
56,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.34591e-07,9.81319e-07
57,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.10546e-07,6.96779e-07
58,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.82923e-07,2.99189e-07
59,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.11644e-07,1.2647e-07
60,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.88226e-07,2.19778e-07
61,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.90338e-07,1.25692e-07
62,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.7096e-07,6.51382e-07
63,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.43846e-07,1.85627e-07
64,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.22033e-07,8.3356e-07
65,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.11379e-07,7.91577e-07
66,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.02664e-07,7.42751e-07
67,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.57657e-07,8.57663e-07
68,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.28207e-07,1.42543e-07
69,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.24866e-07,5.52445e-07
70,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.26303e-07,6.20271e-07
71,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.06627e-07,2.97995e-07
72,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.46214e-07,7.13595e-07
73,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.3625e-07,7.7196e-07
74,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.01216e-07,2.74746e-07
75,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.824e-07,9.03771e-07
76,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.76289e-07,2.35864e-07
77,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.95278e-07,8.39549e-07
78,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.29239e-07,4.37338e-07
79,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.07306e-07,3.33106e-07
80,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.88436e-07,3.75952e-07
81,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.97268e-07,3.47691e-07
82,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,3.42644e-07,5.06205e-07
83,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.55754e-07,2.45248e-07
84,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.12861e-07,4.17741e-07
85,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.54312e-07,1.09119e-07
86,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.21882e-07,7.07297e-07
87,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.90018e-07,9.8302e-07
88,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.38687e-07,8.26231e-07
89,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.83166e-07,3.01382e-07
90,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.94717e-07,5.91959e-07
91,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.30738e-07,9.33636e-07
92,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.92394e-07,3.30499e-07
93,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.56667e-07,8.62346e-07
94,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,1.73279e-07,8.74606e-07
95,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.04282e-07,7.33016e-07
96,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.10292e-07,3.86534e-07
97,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.04382e-07,9.23425e-07
98,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.18463e-07,8.31493e-07
99,50,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.48082e-07,9.71924e-07
0,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.00765e-07,9.93029e-07
1,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.53018e-07,4.66798e-07
2,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.64492e-07,5.30627e-07
3,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.00897e-07,2.51741e-07
4,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,8.64467e-07,5.31287e-07
5,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.27834e-07,3.18867e-07
6,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.3912e-07,1.32155e-07
7,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.30352e-07,3.86128e-07
8,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.27197e-07,6.49161e-07
9,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.54907e-07,6.27171e-07
10,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.88824e-07,3.92446e-07
11,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.5747e-07,7.90602e-07
12,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,7.19524e-07,9.45094e-07
13,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.48398e-07,8.31409e-07
14,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.06177e-07,2.85164e-07
15,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.88365e-07,9.68895e-07
16,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.79451e-07,8.7307e-07
17,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,9.63757e-07,8.59472e-07
18,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.52849e-07,9.08071e-07
19,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.35258e-07,6.12898e-07
20,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.69227e-07,3.90721e-07
21,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.40631e-07,5.54452e-07
22,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,6.65326e-07,6.56009e-07
23,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,4.49882e-07,4.17221e-07
24,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,5.94617e-07,9.99557e-07
25,51,0.45,0.45,0.05,0.05,0.05,5.0e-06,2.40975e-07,9.34737e-07
